,kingdom,phylum,cls,order,family,genus,species,subspecies,common_name,class,filepath
52751,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/098.jpg
52752,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/100.jpg
52753,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/042.jpg
52754,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/108.jpg
52755,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/113.jpg
52756,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/111.jpg
52757,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/086.jpg
52758,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/103.jpg
52759,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/101.jpg
52760,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/099.jpg
52761,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/087.jpg
52762,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/114.jpg
52763,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/115.jpg
52764,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/117.jpg
52765,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/116.jpg
52766,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/102.jpg
52767,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/110.jpg
52768,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/082.jpg
52769,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/109.jpg
52770,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/106.jpg
52771,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/105.jpg
52772,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/139.jpg
52773,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/129.jpg
52774,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/132.jpg
52775,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/125.jpg
52776,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/126.jpg
52777,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/133.jpg
52778,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/128.jpg
52779,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/136.jpg
52780,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/122.jpg
52781,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/138.jpg
52782,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/134.jpg
52783,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/144.jpg
52784,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/135.jpg
52785,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/130.jpg
52786,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/137.jpg
52787,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/127.jpg
52788,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/152.jpg
52789,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/123.jpg
52790,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/104.jpg
52791,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/147.jpg
52792,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/124.jpg
52793,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/121.jpg
52794,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/145.jpg
52795,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/151.jpg
52796,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/149.jpg
52797,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/155.jpg
52798,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/153.jpg
52799,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/081.jpg
52800,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/143.jpg
52801,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/141.jpg
52802,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/084.jpg
52803,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/150.jpg
52804,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/083.jpg
52805,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/157.jpg
52806,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/156.jpg
52807,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/120.jpg
52808,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/085.jpg
52809,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/140.jpg
52810,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,,maleo,Macrocephalon maleo,train/MALEO/158.jpg
52811,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/067.jpg
52812,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/013.jpg
52813,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/030.jpg
52814,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/069.jpg
52815,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/012.jpg
52816,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/009.jpg
52817,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/003.jpg
52818,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/011.jpg
52819,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/005.jpg
52820,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/002.jpg
52821,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/001.jpg
52822,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/007.jpg
52823,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/032.jpg
52824,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/008.jpg
52825,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/078.jpg
52826,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/019.jpg
52827,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/028.jpg
52828,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/027.jpg
52829,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/026.jpg
52830,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/025.jpg
52831,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/024.jpg
52832,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/020.jpg
52833,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/018.jpg
52834,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/017.jpg
52835,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/004.jpg
52836,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/068.jpg
52837,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/022.jpg
52838,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/014.jpg
52839,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/021.jpg
52840,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/010.jpg
52841,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/050.jpg
52842,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/037.jpg
52843,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/015.jpg
52844,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/059.jpg
52845,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/040.jpg
52846,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/047.jpg
52847,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/055.jpg
52848,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/049.jpg
52849,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/048.jpg
52850,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/046.jpg
52851,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/043.jpg
52852,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/045.jpg
52853,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/038.jpg
52854,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/042.jpg
52855,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/041.jpg
52856,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/035.jpg
52857,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/039.jpg
52858,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/061.jpg
52859,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/110.jpg
52860,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/057.jpg
52861,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/062.jpg
52862,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/056.jpg
52863,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/034.jpg
52864,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/052.jpg
52865,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/053.jpg
52866,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/054.jpg
52867,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/044.jpg
52868,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/006.jpg
52869,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/023.jpg
52870,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/063.jpg
52871,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/064.jpg
52872,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/033.jpg
52873,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/065.jpg
52874,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/036.jpg
52875,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/016.jpg
52876,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/031.jpg
52877,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/102.jpg
52878,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/029.jpg
52879,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/107.jpg
52880,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/084.jpg
52881,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/083.jpg
52882,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/082.jpg
52883,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/081.jpg
52884,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/080.jpg
52885,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/079.jpg
52886,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/072.jpg
52887,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/094.jpg
52888,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/071.jpg
52889,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/101.jpg
52890,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/070.jpg
52891,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/077.jpg
52892,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/132.jpg
52893,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/131.jpg
52894,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/073.jpg
52895,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/097.jpg
52896,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/093.jpg
52897,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/092.jpg
52898,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/085.jpg
52899,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/089.jpg
52900,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/091.jpg
52901,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/058.jpg
52902,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/096.jpg
52903,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/098.jpg
52904,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/095.jpg
52905,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/099.jpg
52906,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/090.jpg
52907,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/087.jpg
52908,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/086.jpg
52909,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/066.jpg
52910,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/051.jpg
52911,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/076.jpg
52912,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/074.jpg
52913,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/121.jpg
52914,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/060.jpg
52915,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/134.jpg
52916,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/116.jpg
52917,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/115.jpg
52918,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/114.jpg
52919,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/113.jpg
52920,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/108.jpg
52921,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/088.jpg
52922,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/106.jpg
52923,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/104.jpg
52924,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/118.jpg
52925,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/117.jpg
52926,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/109.jpg
52927,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/100.jpg
52928,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/112.jpg
52929,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/105.jpg
52930,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/125.jpg
52931,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/128.jpg
52932,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/135.jpg
52933,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,,mallard duck,Anas platyrhynchos,train/MALLARD DUCK/129.jpg
